,alpha_0,alpha_1,beta_0,beta_1,alpha_0_hat,beta_0_hat,benchmark,NS,val_loss,AU-ROC,ACC,do,baseline
21,0.0,0,0.4,0,0.089132234,0.48296546936035156,synthetic_1D_sinusoidal,60000,0.5485407746071075,0.6514314875302967,0.6833888888888889,0,RW-SL
22,0.0,0,0.4,0,0.089132234,0.48296546936035156,synthetic_1D_sinusoidal,60000,0.5485407746071075,0.8249274168269973,0.4841111111111111,0,Proxy Oracle
23,0.0,0,0.4,0,0.089132234,0.48296546936035156,synthetic_1D_sinusoidal,60000,0.5485407746071075,0.8376818336205287,0.7752777777777777,0,Target Oracle
24,0.0,0,0.4,0,0.041722115,0.5846686363220215,synthetic_1D_sinusoidal,60000,0.493967735904995,0.6560930179213014,0.5401666666666667,0,OBS
25,0.0,0,0.4,0,0.041722115,0.5846686363220215,synthetic_1D_sinusoidal,60000,0.493967735904995,0.710098718878025,0.6317777777777778,0,OBS Oracle
26,0.0,0,0.4,0,0.041722115,0.5846686363220215,synthetic_1D_sinusoidal,60000,0.493967735904995,0.838383849861599,0.4895555555555556,0,COM
27,0.0,0,0.4,0,0.041722115,0.5846686363220215,synthetic_1D_sinusoidal,60000,0.493967735904995,0.8132134532875678,0.7718888888888888,0,COM-SL
28,0.0,0,0.4,0,0.041722115,0.5846686363220215,synthetic_1D_sinusoidal,60000,0.493967735904995,0.8433277107976598,0.4895555555555556,0,RW
29,0.0,0,0.4,0,0.041722115,0.5846686363220215,synthetic_1D_sinusoidal,60000,0.493967735904995,0.8140203979869932,0.7482777777777778,0,RW-SL
30,0.0,0,0.4,0,0.041722115,0.5846686363220215,synthetic_1D_sinusoidal,60000,0.493967735904995,0.8432735266608186,0.6615555555555556,0,Proxy Oracle
31,0.0,0,0.4,0,0.041722115,0.5846686363220215,synthetic_1D_sinusoidal,60000,0.493967735904995,0.8445544250814824,0.7760555555555556,0,Target Oracle
32,0.0,0,0.4,0,0.049032446,0.42128831148147583,synthetic_1D_sinusoidal,60000,0.5008487223943641,0.6275103669999027,0.5355,0,OBS
33,0.0,0,0.4,0,0.049032446,0.42128831148147583,synthetic_1D_sinusoidal,60000,0.5008487223943641,0.679071394049597,0.5871666666666666,0,OBS Oracle
34,0.0,0,0.4,0,0.049032446,0.42128831148147583,synthetic_1D_sinusoidal,60000,0.5008487223943641,0.8377422101194255,0.5824444444444444,0,COM
35,0.0,0,0.4,0,0.049032446,0.42128831148147583,synthetic_1D_sinusoidal,60000,0.5008487223943641,0.7927455615756496,0.6369444444444444,0,COM-SL
36,0.0,0,0.4,0,0.049032446,0.42128831148147583,synthetic_1D_sinusoidal,60000,0.5008487223943641,0.8372150743217114,0.6526666666666666,0,RW
37,0.0,0,0.4,0,0.049032446,0.42128831148147583,synthetic_1D_sinusoidal,60000,0.5008487223943641,0.8077307611436104,0.7609444444444444,0,RW-SL
38,0.0,0,0.4,0,0.049032446,0.42128831148147583,synthetic_1D_sinusoidal,60000,0.5008487223943641,0.8380646157102309,0.5782777777777778,0,Proxy Oracle
39,0.0,0,0.4,0,0.049032446,0.42128831148147583,synthetic_1D_sinusoidal,60000,0.5008487223943641,0.8397485426688989,0.7709444444444444,0,Target Oracle
40,0.0,0,0.4,0,0.05792212,0.47808539867401123,synthetic_1D_sinusoidal,60000,0.5024098526309274,0.6396231564217707,0.5456111111111112,0,OBS
41,0.0,0,0.4,0,0.05792212,0.47808539867401123,synthetic_1D_sinusoidal,60000,0.5024098526309274,0.6823682065289901,0.6448333333333334,0,OBS Oracle
42,0.0,0,0.4,0,0.05792212,0.47808539867401123,synthetic_1D_sinusoidal,60000,0.5024098526309274,0.8419592087346526,0.48733333333333334,0,COM
43,0.0,0,0.4,0,0.05792212,0.47808539867401123,synthetic_1D_sinusoidal,60000,0.5024098526309274,0.8178849250610416,0.7689444444444444,0,COM-SL
44,0.0,0,0.4,0,0.05792212,0.47808539867401123,synthetic_1D_sinusoidal,60000,0.5024098526309274,0.8422437679016124,0.5537777777777778,0,RW
45,0.0,0,0.4,0,0.05792212,0.47808539867401123,synthetic_1D_sinusoidal,60000,0.5024098526309274,0.8134080395497278,0.6345555555555555,0,RW-SL
46,0.0,0,0.4,0,0.05792212,0.47808539867401123,synthetic_1D_sinusoidal,60000,0.5024098526309274,0.8283778443686625,0.48733333333333334,0,Proxy Oracle
47,0.0,0,0.4,0,0.05792212,0.47808539867401123,synthetic_1D_sinusoidal,60000,0.5024098526309274,0.8419921681588836,0.7665555555555555,0,Target Oracle
48,0.0,0,0.4,0,0.07457264,0.5164106488227844,synthetic_1D_sinusoidal,60000,0.5003973484356917,0.5850994332178394,0.5404444444444444,0,OBS
49,0.0,0,0.4,0,0.07457264,0.5164106488227844,synthetic_1D_sinusoidal,60000,0.5003973484356917,0.7001600235250582,0.6302222222222222,0,OBS Oracle
50,0.0,0,0.4,0,0.07457264,0.5164106488227844,synthetic_1D_sinusoidal,60000,0.5003973484356917,0.8204014951508912,0.48583333333333334,0,COM
51,0.0,0,0.4,0,0.07457264,0.5164106488227844,synthetic_1D_sinusoidal,60000,0.5003973484356917,0.8105759036807018,0.6372222222222222,0,COM-SL
52,0.0,0,0.4,0,0.07457264,0.5164106488227844,synthetic_1D_sinusoidal,60000,0.5003973484356917,0.8306157937282367,0.48583333333333334,0,RW
53,0.0,0,0.4,0,0.07457264,0.5164106488227844,synthetic_1D_sinusoidal,60000,0.5003973484356917,0.742020788911098,0.6813333333333333,0,RW-SL
54,0.0,0,0.4,0,0.07457264,0.5164106488227844,synthetic_1D_sinusoidal,60000,0.5003973484356917,0.8237089898403008,0.48583333333333334,0,Proxy Oracle
55,0.0,0,0.4,0,0.07457264,0.5164106488227844,synthetic_1D_sinusoidal,60000,0.5003973484356917,0.8397888243000013,0.7686111111111111,0,Target Oracle
56,0.0,0,0.4,0,0.065027714,0.5565125346183777,synthetic_1D_sinusoidal,60000,0.5071731599090791,0.6367809531219895,0.5417222222222222,0,OBS
57,0.0,0,0.4,0,0.065027714,0.5565125346183777,synthetic_1D_sinusoidal,60000,0.5071731599090791,0.7033055691412368,0.6094444444444445,0,OBS Oracle
58,0.0,0,0.4,0,0.065027714,0.5565125346183777,synthetic_1D_sinusoidal,60000,0.5071731599090791,0.834267861465574,0.49,0,COM
59,0.0,0,0.4,0,0.065027714,0.5565125346183777,synthetic_1D_sinusoidal,60000,0.5071731599090791,0.7579357113215658,0.6334444444444445,0,COM-SL
60,0.0,0,0.4,0,0.065027714,0.5565125346183777,synthetic_1D_sinusoidal,60000,0.5071731599090791,0.8419774329484881,0.6973333333333334,0,RW
61,0.0,0,0.4,0,0.065027714,0.5565125346183777,synthetic_1D_sinusoidal,60000,0.5071731599090791,0.8119560910784067,0.6732222222222223,0,RW-SL
62,0.0,0,0.4,0,0.065027714,0.5565125346183777,synthetic_1D_sinusoidal,60000,0.5071731599090791,0.8335612331352293,0.5730555555555555,0,Proxy Oracle
63,0.0,0,0.4,0,0.065027714,0.5565125346183777,synthetic_1D_sinusoidal,60000,0.5071731599090791,0.8406972295090877,0.773,0,Target Oracle
64,0.0,0,0.4,0,0.08491171,0.5159223973751068,synthetic_1D_sinusoidal,60000,0.5176307195880279,0.6070772597453292,0.5441666666666667,0,OBS
65,0.0,0,0.4,0,0.08491171,0.5159223973751068,synthetic_1D_sinusoidal,60000,0.5176307195880279,0.6729809849342075,0.6074444444444445,0,OBS Oracle
66,0.0,0,0.4,0,0.08491171,0.5159223973751068,synthetic_1D_sinusoidal,60000,0.5176307195880279,0.8317091200173932,0.6547777777777778,0,COM
67,0.0,0,0.4,0,0.08491171,0.5159223973751068,synthetic_1D_sinusoidal,60000,0.5176307195880279,0.809890193646574,0.6786666666666666,0,COM-SL
68,0.0,0,0.4,0,0.08491171,0.5159223973751068,synthetic_1D_sinusoidal,60000,0.5176307195880279,0.8313173056493016,0.6433888888888889,0,RW
69,0.0,0,0.4,0,0.08491171,0.5159223973751068,synthetic_1D_sinusoidal,60000,0.5176307195880279,0.7219040266035508,0.6816111111111111,0,RW-SL
70,0.0,0,0.4,0,0.08491171,0.5159223973751068,synthetic_1D_sinusoidal,60000,0.5176307195880279,0.8286176122522595,0.5751666666666667,0,Proxy Oracle
71,0.0,0,0.4,0,0.08491171,0.5159223973751068,synthetic_1D_sinusoidal,60000,0.5176307195880279,0.8342132521160793,0.7673888888888889,0,Target Oracle
72,0.0,0,0.4,0,0.06976982,0.500666081905365,synthetic_1D_sinusoidal,60000,0.49765242982927105,0.6460389838563716,0.543,0,OBS
73,0.0,0,0.4,0,0.06976982,0.500666081905365,synthetic_1D_sinusoidal,60000,0.49765242982927105,0.6904997184854947,0.6033333333333334,0,OBS Oracle
74,0.0,0,0.4,0,0.06976982,0.500666081905365,synthetic_1D_sinusoidal,60000,0.49765242982927105,0.8244511597630368,0.48627777777777775,0,COM
75,0.0,0,0.4,0,0.06976982,0.500666081905365,synthetic_1D_sinusoidal,60000,0.49765242982927105,0.7710434764377035,0.6782222222222222,0,COM-SL
76,0.0,0,0.4,0,0.06976982,0.500666081905365,synthetic_1D_sinusoidal,60000,0.49765242982927105,0.8302943509636783,0.6572777777777777,0,RW
77,0.0,0,0.4,0,0.06976982,0.500666081905365,synthetic_1D_sinusoidal,60000,0.49765242982927105,0.8303818736756923,0.7689444444444444,0,RW-SL
78,0.0,0,0.4,0,0.06976982,0.500666081905365,synthetic_1D_sinusoidal,60000,0.49765242982927105,0.831935148536754,0.5782777777777778,0,Proxy Oracle
79,0.0,0,0.4,0,0.06976982,0.500666081905365,synthetic_1D_sinusoidal,60000,0.49765242982927105,0.8377121973265025,0.7697777777777778,0,Target Oracle
80,0.1,0,0.3,0,0.19533983,0.42046117782592773,synthetic_1D_sinusoidal,60000,0.49771531474103287,0.6032904861198702,0.5155555555555555,0,OBS
81,0.1,0,0.3,0,0.19533983,0.42046117782592773,synthetic_1D_sinusoidal,60000,0.49771531474103287,0.7054716559838516,0.594,0,OBS Oracle
82,0.1,0,0.3,0,0.19533983,0.42046117782592773,synthetic_1D_sinusoidal,60000,0.49771531474103287,0.8241326156971585,0.5542222222222222,0,COM
83,0.1,0,0.3,0,0.19533983,0.42046117782592773,synthetic_1D_sinusoidal,60000,0.49771531474103287,0.7922003177553216,0.6802222222222222,0,COM-SL
84,0.1,0,0.3,0,0.19533983,0.42046117782592773,synthetic_1D_sinusoidal,60000,0.49771531474103287,0.8278044210546062,0.7416111111111111,0,RW
85,0.1,0,0.3,0,0.19533983,0.42046117782592773,synthetic_1D_sinusoidal,60000,0.49771531474103287,0.8212066650148139,0.7393888888888889,0,RW-SL
86,0.1,0,0.3,0,0.19533983,0.42046117782592773,synthetic_1D_sinusoidal,60000,0.49771531474103287,0.8133610726140815,0.5289444444444444,0,Proxy Oracle
87,0.1,0,0.3,0,0.19533983,0.42046117782592773,synthetic_1D_sinusoidal,60000,0.49771531474103287,0.8422824010660667,0.7738888888888888,0,Target Oracle
88,0.1,0,0.3,0,0.16681433,0.3614584803581238,synthetic_1D_sinusoidal,60000,0.4963163509567938,0.6202334826254826,0.5368333333333334,0,OBS
89,0.1,0,0.3,0,0.16681433,0.3614584803581238,synthetic_1D_sinusoidal,60000,0.4963163509567938,0.6887137482625483,0.6275555555555555,0,OBS Oracle
90,0.1,0,0.3,0,0.16681433,0.3614584803581238,synthetic_1D_sinusoidal,60000,0.4963163509567938,0.8193694579150579,0.7212777777777778,0,COM
91,0.1,0,0.3,0,0.16681433,0.3614584803581238,synthetic_1D_sinusoidal,60000,0.4963163509567938,0.7950856092664093,0.6604444444444444,0,COM-SL
92,0.1,0,0.3,0,0.16681433,0.3614584803581238,synthetic_1D_sinusoidal,60000,0.4963163509567938,0.8437831166023165,0.7267222222222223,0,RW
93,0.1,0,0.3,0,0.16681433,0.3614584803581238,synthetic_1D_sinusoidal,60000,0.4963163509567938,0.7913543907335908,0.7525555555555555,0,RW-SL
94,0.1,0,0.3,0,0.16681433,0.3614584803581238,synthetic_1D_sinusoidal,60000,0.4963163509567938,0.8365606795366796,0.7553888888888889,0,Proxy Oracle
95,0.1,0,0.3,0,0.16681433,0.3614584803581238,synthetic_1D_sinusoidal,60000,0.4963163509567938,0.8457554285714284,0.7747222222222222,0,Target Oracle
96,0.1,0,0.3,0,0.122451074,0.4789959788322449,synthetic_1D_sinusoidal,60000,0.496049917188885,0.619054994513368,0.5347777777777778,0,OBS
97,0.1,0,0.3,0,0.122451074,0.4789959788322449,synthetic_1D_sinusoidal,60000,0.496049917188885,0.7090894959395366,0.5929444444444445,0,OBS Oracle
98,0.1,0,0.3,0,0.122451074,0.4789959788322449,synthetic_1D_sinusoidal,60000,0.496049917188885,0.8277516443626614,0.7090555555555556,0,COM
99,0.1,0,0.3,0,0.122451074,0.4789959788322449,synthetic_1D_sinusoidal,60000,0.496049917188885,0.8335774361110004,0.7723888888888889,0,COM-SL
100,0.1,0,0.3,0,0.122451074,0.4789959788322449,synthetic_1D_sinusoidal,60000,0.496049917188885,0.8338282463433269,0.7359444444444444,0,RW
101,0.1,0,0.3,0,0.122451074,0.4789959788322449,synthetic_1D_sinusoidal,60000,0.496049917188885,0.8143073860708365,0.7617222222222222,0,RW-SL
102,0.1,0,0.3,0,0.122451074,0.4789959788322449,synthetic_1D_sinusoidal,60000,0.496049917188885,0.8290918160314324,0.7616666666666667,0,Proxy Oracle
103,0.1,0,0.3,0,0.122451074,0.4789959788322449,synthetic_1D_sinusoidal,60000,0.496049917188885,0.8455127270340139,0.7747777777777778,0,Target Oracle
104,0.1,0,0.3,0,0.17324296,0.2652233839035034,synthetic_1D_sinusoidal,60000,0.4998540480490474,0.612406238338194,0.5221111111111111,0,OBS
105,0.1,0,0.3,0,0.17324296,0.2652233839035034,synthetic_1D_sinusoidal,60000,0.4998540480490474,0.6756810408179772,0.614,0,OBS Oracle
106,0.1,0,0.3,0,0.17324296,0.2652233839035034,synthetic_1D_sinusoidal,60000,0.4998540480490474,0.8199437116081234,0.6398333333333334,0,COM
107,0.1,0,0.3,0,0.17324296,0.2652233839035034,synthetic_1D_sinusoidal,60000,0.4998540480490474,0.8114731801452011,0.6771111111111111,0,COM-SL
108,0.1,0,0.3,0,0.17324296,0.2652233839035034,synthetic_1D_sinusoidal,60000,0.4998540480490474,0.8377726847897519,0.7540555555555556,0,RW
109,0.1,0,0.3,0,0.17324296,0.2652233839035034,synthetic_1D_sinusoidal,60000,0.4998540480490474,0.7994456248117549,0.7536111111111111,0,RW-SL
110,0.1,0,0.3,0,0.17324296,0.2652233839035034,synthetic_1D_sinusoidal,60000,0.4998540480490474,0.8265303886269965,0.7121666666666666,0,Proxy Oracle
111,0.1,0,0.3,0,0.17324296,0.2652233839035034,synthetic_1D_sinusoidal,60000,0.4998540480490474,0.8433120240969622,0.7757777777777778,0,Target Oracle
112,0.1,0,0.3,0,0.1347366,0.5713382065296173,synthetic_1D_sinusoidal,60000,0.5054182041284242,0.5930708131776223,0.5233888888888889,0,OBS
113,0.1,0,0.3,0,0.1347366,0.5713382065296173,synthetic_1D_sinusoidal,60000,0.5054182041284242,0.6646736692534533,0.5788888888888889,0,OBS Oracle
114,0.1,0,0.3,0,0.1347366,0.5713382065296173,synthetic_1D_sinusoidal,60000,0.5054182041284242,0.8242788097588873,0.7438333333333333,0,COM
115,0.1,0,0.3,0,0.1347366,0.5713382065296173,synthetic_1D_sinusoidal,60000,0.5054182041284242,0.8196331553180904,0.6685555555555556,0,COM-SL
116,0.1,0,0.3,0,0.1347366,0.5713382065296173,synthetic_1D_sinusoidal,60000,0.5054182041284242,0.838531339209656,0.7574444444444445,0,RW
117,0.1,0,0.3,0,0.1347366,0.5713382065296173,synthetic_1D_sinusoidal,60000,0.5054182041284242,0.8028737941007048,0.6331111111111111,0,RW-SL
118,0.1,0,0.3,0,0.1347366,0.5713382065296173,synthetic_1D_sinusoidal,60000,0.5054182041284242,0.8235586165334752,0.48394444444444445,0,Proxy Oracle
119,0.1,0,0.3,0,0.1347366,0.5713382065296173,synthetic_1D_sinusoidal,60000,0.5054182041284242,0.8344142050471574,0.7640555555555556,0,Target Oracle
120,0.1,0,0.3,0,0.1399043,0.5648337304592133,synthetic_1D_sinusoidal,60000,0.4940105191238394,0.6297732693948526,0.5142222222222222,0,OBS
121,0.1,0,0.3,0,0.1399043,0.5648337304592133,synthetic_1D_sinusoidal,60000,0.4940105191238394,0.7180510950192985,0.6156666666666667,0,OBS Oracle
122,0.1,0,0.3,0,0.1399043,0.5648337304592133,synthetic_1D_sinusoidal,60000,0.4940105191238394,0.8126961278201583,0.5203333333333333,0,COM
123,0.1,0,0.3,0,0.1399043,0.5648337304592133,synthetic_1D_sinusoidal,60000,0.4940105191238394,0.701355494242848,0.6362777777777778,0,COM-SL
124,0.1,0,0.3,0,0.1399043,0.5648337304592133,synthetic_1D_sinusoidal,60000,0.4940105191238394,0.8270973846197338,0.7598888888888888,0,RW
125,0.1,0,0.3,0,0.1399043,0.5648337304592133,synthetic_1D_sinusoidal,60000,0.4940105191238394,0.7633546569234091,0.6344444444444445,0,RW-SL
126,0.1,0,0.3,0,0.1399043,0.5648337304592133,synthetic_1D_sinusoidal,60000,0.4940105191238394,0.8080348873379826,0.62,0,Proxy Oracle
127,0.1,0,0.3,0,0.1399043,0.5648337304592133,synthetic_1D_sinusoidal,60000,0.4940105191238394,0.8433105271445301,0.7781111111111111,0,Target Oracle
128,0.1,0,0.3,0,0.20714977,0.51382777094841,synthetic_1D_sinusoidal,60000,0.6266976902476424,0.6084017898001051,0.5353888888888889,0,OBS
129,0.1,0,0.3,0,0.20714977,0.51382777094841,synthetic_1D_sinusoidal,60000,0.6266976902476424,0.6815056089188885,0.6241111111111111,0,OBS Oracle
130,0.1,0,0.3,0,0.20714977,0.51382777094841,synthetic_1D_sinusoidal,60000,0.6266976902476424,0.8291554271119728,0.7389444444444444,0,COM
131,0.1,0,0.3,0,0.20714977,0.51382777094841,synthetic_1D_sinusoidal,60000,0.6266976902476424,0.8108519015446386,0.6783333333333333,0,COM-SL
132,0.1,0,0.3,0,0.20714977,0.51382777094841,synthetic_1D_sinusoidal,60000,0.6266976902476424,0.8258377232883277,0.7346666666666667,0,RW
133,0.1,0,0.3,0,0.20714977,0.51382777094841,synthetic_1D_sinusoidal,60000,0.6266976902476424,0.714042856643788,0.6355555555555555,0,RW-SL
134,0.1,0,0.3,0,0.20714977,0.51382777094841,synthetic_1D_sinusoidal,60000,0.6266976902476424,0.8317728344737556,0.7488888888888889,0,Proxy Oracle
135,0.1,0,0.3,0,0.20714977,0.51382777094841,synthetic_1D_sinusoidal,60000,0.6266976902476424,0.8300888963106886,0.7628333333333334,0,Target Oracle
136,0.1,0,0.3,0,0.08883177,0.30561745166778564,synthetic_1D_sinusoidal,60000,0.5153700658525493,0.6159716051327563,0.5381666666666667,0,OBS
137,0.1,0,0.3,0,0.08883177,0.30561745166778564,synthetic_1D_sinusoidal,60000,0.5153700658525493,0.6955907624358142,0.6231666666666666,0,OBS Oracle
138,0.1,0,0.3,0,0.08883177,0.30561745166778564,synthetic_1D_sinusoidal,60000,0.5153700658525493,0.8333541042266008,0.7241111111111111,0,COM
139,0.1,0,0.3,0,0.08883177,0.30561745166778564,synthetic_1D_sinusoidal,60000,0.5153700658525493,0.7980732257305946,0.6284444444444445,0,COM-SL
140,0.1,0,0.3,0,0.08883177,0.30561745166778564,synthetic_1D_sinusoidal,60000,0.5153700658525493,0.8279316472951374,0.7233888888888889,0,RW
141,0.1,0,0.3,0,0.08883177,0.30561745166778564,synthetic_1D_sinusoidal,60000,0.5153700658525493,0.8261818771059559,0.7483333333333333,0,RW-SL
142,0.1,0,0.3,0,0.08883177,0.30561745166778564,synthetic_1D_sinusoidal,60000,0.5153700658525493,0.8181040625087898,0.724,0,Proxy Oracle
143,0.1,0,0.3,0,0.08883177,0.30561745166778564,synthetic_1D_sinusoidal,60000,0.5153700658525493,0.8359231234097034,0.7718333333333334,0,Target Oracle
144,0.1,0,0.3,0,0.19245209,0.5007482171058655,synthetic_1D_sinusoidal,60000,0.6245092315529848,0.6178377219471884,0.5256111111111111,0,OBS
145,0.1,0,0.3,0,0.19245209,0.5007482171058655,synthetic_1D_sinusoidal,60000,0.6245092315529848,0.6834718958286671,0.6122222222222222,0,OBS Oracle
146,0.1,0,0.3,0,0.19245209,0.5007482171058655,synthetic_1D_sinusoidal,60000,0.6245092315529848,0.8279451710315958,0.7467777777777778,0,COM
147,0.1,0,0.3,0,0.19245209,0.5007482171058655,synthetic_1D_sinusoidal,60000,0.6245092315529848,0.7881824728334325,0.6371666666666667,0,COM-SL
148,0.1,0,0.3,0,0.19245209,0.5007482171058655,synthetic_1D_sinusoidal,60000,0.6245092315529848,0.8299323287946306,0.7092777777777778,0,RW
149,0.1,0,0.3,0,0.19245209,0.5007482171058655,synthetic_1D_sinusoidal,60000,0.6245092315529848,0.7486683400396975,0.6645,0,RW-SL
150,0.1,0,0.3,0,0.19245209,0.5007482171058655,synthetic_1D_sinusoidal,60000,0.6245092315529848,0.8060863182446575,0.7269444444444444,0,Proxy Oracle
151,0.1,0,0.3,0,0.19245209,0.5007482171058655,synthetic_1D_sinusoidal,60000,0.6245092315529848,0.8212836181929116,0.7591666666666667,0,Target Oracle
152,0.1,0,0.3,0,0.23596787,0.4504128694534302,synthetic_1D_sinusoidal,60000,0.4996667439200739,0.5979365019732308,0.5543888888888889,0,OBS
153,0.1,0,0.3,0,0.23596787,0.4504128694534302,synthetic_1D_sinusoidal,60000,0.4996667439200739,0.690907298365297,0.6120555555555556,0,OBS Oracle
154,0.1,0,0.3,0,0.23596787,0.4504128694534302,synthetic_1D_sinusoidal,60000,0.4996667439200739,0.8286391359379347,0.7258333333333333,0,COM
155,0.1,0,0.3,0,0.23596787,0.4504128694534302,synthetic_1D_sinusoidal,60000,0.4996667439200739,0.7807224766812574,0.6636111111111112,0,COM-SL
156,0.1,0,0.3,0,0.23596787,0.4504128694534302,synthetic_1D_sinusoidal,60000,0.4996667439200739,0.8191709911364671,0.7361666666666666,0,RW
157,0.1,0,0.3,0,0.23596787,0.4504128694534302,synthetic_1D_sinusoidal,60000,0.4996667439200739,0.8111226188246137,0.7263888888888889,0,RW-SL
158,0.1,0,0.3,0,0.23596787,0.4504128694534302,synthetic_1D_sinusoidal,60000,0.4996667439200739,0.8204112319334578,0.5975555555555555,0,Proxy Oracle
159,0.1,0,0.3,0,0.23596787,0.4504128694534302,synthetic_1D_sinusoidal,60000,0.4996667439200739,0.8339216864898703,0.7741111111111111,0,Target Oracle
160,0.2,0,0.2,0,0.17612505,0.4116288423538208,synthetic_1D_sinusoidal,60000,0.5022952628601507,0.5734320536479508,0.5575,0,OBS
161,0.2,0,0.2,0,0.17612505,0.4116288423538208,synthetic_1D_sinusoidal,60000,0.5022952628601507,0.6624308029969135,0.5992777777777778,0,OBS Oracle
162,0.2,0,0.2,0,0.17612505,0.4116288423538208,synthetic_1D_sinusoidal,60000,0.5022952628601507,0.8237757421472487,0.7623888888888889,0,COM
163,0.2,0,0.2,0,0.17612505,0.4116288423538208,synthetic_1D_sinusoidal,60000,0.5022952628601507,0.7914292591328718,0.6530555555555555,0,COM-SL
164,0.2,0,0.2,0,0.17612505,0.4116288423538208,synthetic_1D_sinusoidal,60000,0.5022952628601507,0.8246218543410426,0.761,0,RW
165,0.2,0,0.2,0,0.17612505,0.4116288423538208,synthetic_1D_sinusoidal,60000,0.5022952628601507,0.76324602407674,0.6713888888888889,0,RW-SL
166,0.2,0,0.2,0,0.17612505,0.4116288423538208,synthetic_1D_sinusoidal,60000,0.5022952628601507,0.8352685309291119,0.7711111111111111,0,Proxy Oracle
167,0.2,0,0.2,0,0.17612505,0.4116288423538208,synthetic_1D_sinusoidal,60000,0.5022952628601507,0.8314974708031668,0.7706666666666667,0,Target Oracle
168,0.2,0,0.2,0,0.22489682,0.4129995107650757,synthetic_1D_sinusoidal,60000,0.5210988782544754,0.5662808096637989,0.5502777777777778,0,OBS
169,0.2,0,0.2,0,0.22489682,0.4129995107650757,synthetic_1D_sinusoidal,60000,0.5210988782544754,0.7004476305974988,0.6261111111111111,0,OBS Oracle
